     7.6562 -0.00073953  0.00019816
    -7.6401     -0.4805     0.12875
    -7.6401    -0.47967     0.12853
    -7.6402    -0.47884     0.12831
    -7.6403    -0.47801     0.12808
    -7.6403    -0.47718     0.12786
    -7.6404    -0.47635     0.12764
    -7.6404    -0.47552     0.12742
    -7.6405    -0.47469     0.12719
    -7.6405    -0.47386     0.12697
    -7.6406    -0.47303     0.12675
    -7.6406     -0.4722     0.12652
    -7.6407    -0.47136      0.1263
    -7.6408    -0.47053     0.12608
    -7.6408     -0.4697     0.12586
    -7.6409    -0.46887     0.12563
    -7.6409    -0.46804     0.12541
     -7.641    -0.46721     0.12519
     -7.641    -0.46638     0.12497
    -7.6411    -0.46555     0.12474
    -7.6411    -0.46472     0.12452
    -7.6412    -0.46389      0.1243
    -7.6412    -0.46305     0.12408
    -7.6413    -0.46222     0.12385
    -7.6413    -0.46139     0.12363
    -7.6414    -0.46056     0.12341
    -7.6415    -0.45973     0.12318
    -7.6415     -0.4589     0.12296
    -7.6416    -0.45807     0.12274
    -7.6416    -0.45724     0.12252
    -7.6417    -0.45641     0.12229
    -7.6417    -0.45558     0.12207
    -7.6418    -0.45474     0.12185
    -7.6418    -0.45391     0.12163
    -7.6419    -0.45308      0.1214
    -7.6419    -0.45225     0.12118
     -7.642    -0.45142     0.12096
     -7.642    -0.45059     0.12073
    -7.6421    -0.44976     0.12051
    -7.6421    -0.44893     0.12029
    -7.6422     -0.4481     0.12007
    -7.6422    -0.44726     0.11984
    -7.6423    -0.44643     0.11962
    -7.6424     -0.4456      0.1194
    -7.6424    -0.44477     0.11918
    -7.6425    -0.44394     0.11895
    -7.6425    -0.44311     0.11873
    -7.6426    -0.44228     0.11851
    -7.6426    -0.44145     0.11829
    -7.6427    -0.44062     0.11806
    -7.6427    -0.43978     0.11784
    -7.6428    -0.43895     0.11762
    -7.6428    -0.43812     0.11739
    -7.6429    -0.43729     0.11717
    -7.6429    -0.43646     0.11695
     -7.643    -0.43563     0.11673
     -7.643     -0.4348      0.1165
    -7.6431    -0.43397     0.11628
    -7.6431    -0.43313     0.11606
    -7.6432     -0.4323     0.11584
    -7.6432    -0.43147     0.11561
    -7.6433    -0.43064     0.11539
    -7.6433    -0.42981     0.11517
    -7.6434    -0.42898     0.11494
    -7.6434    -0.42815     0.11472
    -7.6435    -0.42732      0.1145
    -7.6435    -0.42648     0.11428
    -7.6436    -0.42565     0.11405
    -7.6436    -0.42482     0.11383
    -7.6437    -0.42399     0.11361
    -7.6437    -0.42316     0.11339
    -7.6438    -0.42233     0.11316
    -7.6438     -0.4215     0.11294
    -7.6439    -0.42067     0.11272
    -7.6439    -0.41983     0.11249
     -7.644      -0.419     0.11227
     -7.644    -0.41817     0.11205
    -7.6441    -0.41734     0.11183
    -7.6441    -0.41651      0.1116
    -7.6442    -0.41568     0.11138
    -7.6442    -0.41485     0.11116
    -7.6443    -0.41401     0.11093
    -7.6443    -0.41318     0.11071
    -7.6443    -0.41235     0.11049
    -7.6444    -0.41152     0.11027
    -7.6444    -0.41069     0.11004
    -7.6445    -0.40986     0.10982
    -7.6445    -0.40903      0.1096
    -7.6446     -0.4082     0.10938
    -7.6446    -0.40736     0.10915
    -7.6447    -0.40653     0.10893
    -7.6447     -0.4057     0.10871
    -7.6448    -0.40487     0.10848
    -7.6448    -0.40404     0.10826
    -7.6449    -0.40321     0.10804
    -7.6449    -0.40238     0.10782
     -7.645    -0.40154     0.10759
     -7.645    -0.40071     0.10737
    -7.6451    -0.39988     0.10715
    -7.6451    -0.39905     0.10692
    -7.6451    -0.39822      0.1067
    -7.6452    -0.39739     0.10648
    -7.6452    -0.39656     0.10626
    -7.6453    -0.39572     0.10603
    -7.6453    -0.39489     0.10581
    -7.6454    -0.39406     0.10559
    -7.6454    -0.39323     0.10537
    -7.6455     -0.3924     0.10514
    -7.6455    -0.39157     0.10492
    -7.6456    -0.39073      0.1047
    -7.6456     -0.3899     0.10447
    -7.6457    -0.38907     0.10425
    -7.6457    -0.38824     0.10403
    -7.6457    -0.38741     0.10381
    -7.6458    -0.38658     0.10358
    -7.6458    -0.38575     0.10336
    -7.6459    -0.38491     0.10314
    -7.6459    -0.38408     0.10291
     -7.646    -0.38325     0.10269
     -7.646    -0.38242     0.10247
    -7.6461    -0.38159     0.10225
    -7.6461    -0.38076     0.10202
    -7.6461    -0.37992      0.1018
    -7.6462    -0.37909     0.10158
    -7.6462    -0.37826     0.10135
    -7.6463    -0.37743     0.10113
    -7.6463     -0.3766     0.10091
    -7.6464    -0.37577     0.10069
    -7.6464    -0.37494     0.10046
    -7.6465     -0.3741     0.10024
    -7.6465    -0.37327     0.10002
    -7.6465    -0.37244    0.099795
    -7.6466    -0.37161    0.099572
    -7.6466    -0.37078     0.09935
    -7.6467    -0.36995    0.099127
    -7.6467    -0.36911    0.098904
    -7.6468    -0.36828    0.098681
    -7.6468    -0.36745    0.098458
    -7.6468    -0.36662    0.098235
    -7.6469    -0.36579    0.098013
    -7.6469    -0.36496     0.09779
     -7.647    -0.36412    0.097567
     -7.647    -0.36329    0.097344
    -7.6471    -0.36246    0.097121
    -7.6471    -0.36163    0.096898
    -7.6471     -0.3608    0.096676
    -7.6472    -0.35997    0.096453
    -7.6472    -0.35913     0.09623
    -7.6473     -0.3583    0.096007
    -7.6473    -0.35747    0.095784
    -7.6473    -0.35664    0.095561
    -7.6474    -0.35581    0.095338
    -7.6474    -0.35498    0.095116
    -7.6475    -0.35414    0.094893
    -7.6475    -0.35331     0.09467
    -7.6476    -0.35248    0.094447
    -7.6476    -0.35165    0.094224
    -7.6476    -0.35082    0.094001
    -7.6477    -0.34999    0.093778
    -7.6477    -0.34915    0.093556
    -7.6478    -0.34832    0.093333
    -7.6478    -0.34749     0.09311
    -7.6478    -0.34666    0.092887
    -7.6479    -0.34583    0.092664
    -7.6479      -0.345    0.092441
     -7.648    -0.34416    0.092218
     -7.648    -0.34333    0.091996
     -7.648     -0.3425    0.091773
    -7.6481    -0.34167     0.09155
    -7.6481    -0.34084    0.091327
    -7.6482       -0.34    0.091104
    -7.6482    -0.33917    0.090881
    -7.6482    -0.33834    0.090658
    -7.6483    -0.33751    0.090435
    -7.6483    -0.33668    0.090213
    -7.6484    -0.33585     0.08999
    -7.6484    -0.33501    0.089767
    -7.6484    -0.33418    0.089544
    -7.6485    -0.33335    0.089321
    -7.6485    -0.33252    0.089098
    -7.6485    -0.33169    0.088875
    -7.6486    -0.33086    0.088652
    -7.6486    -0.33002    0.088429
    -7.6487    -0.32919    0.088207
    -7.6487    -0.32836    0.087984
    -7.6487    -0.32753    0.087761
    -7.6488     -0.3267    0.087538
    -7.6488    -0.32586    0.087315
    -7.6489    -0.32503    0.087092
    -7.6489     -0.3242    0.086869
    -7.6489    -0.32337    0.086646
     -7.649    -0.32254    0.086423
     -7.649     -0.3217    0.086201
     -7.649    -0.32087    0.085978
    -7.6491    -0.32004    0.085755
    -7.6491    -0.31921    0.085532
    -7.6492    -0.31838    0.085309
    -7.6492    -0.31755    0.085086
    -7.6492    -0.31671    0.084863
    -7.6493    -0.31588     0.08464
    -7.6493    -0.31505    0.084417
    -7.6493    -0.31422    0.084194
    -7.6494    -0.31339    0.083972
    -7.6494    -0.31255    0.083749
    -7.6494    -0.31172    0.083526
    -7.6495    -0.31089    0.083303
    -7.6495    -0.31006     0.08308
    -7.6496    -0.30923    0.082857
    -7.6496    -0.30839    0.082634
    -7.6496    -0.30756    0.082411
    -7.6497    -0.30673    0.082188
    -7.6497     -0.3059    0.081965
    -7.6497    -0.30507    0.081742
    -7.6498    -0.30423    0.081519
    -7.6498     -0.3034    0.081297
    -7.6498    -0.30257    0.081074
    -7.6499    -0.30174    0.080851
    -7.6499    -0.30091    0.080628
    -7.6499    -0.30007    0.080405
      -7.65    -0.29924    0.080182
      -7.65    -0.29841    0.079959
      -7.65    -0.29758    0.079736
    -7.6501    -0.29675    0.079513
    -7.6501    -0.29592     0.07929
    -7.6501    -0.29508    0.079067
    -7.6502    -0.29425    0.078844
    -7.6502    -0.29342    0.078621
    -7.6503    -0.29259    0.078398
    -7.6503    -0.29176    0.078176
    -7.6503    -0.29092    0.077953
    -7.6504    -0.29009     0.07773
    -7.6504    -0.28926    0.077507
    -7.6504    -0.28843    0.077284
    -7.6505     -0.2876    0.077061
    -7.6505    -0.28676    0.076838
    -7.6505    -0.28593    0.076615
    -7.6506     -0.2851    0.076392
    -7.6506    -0.28427    0.076169
    -7.6506    -0.28343    0.075946
    -7.6507     -0.2826    0.075723
    -7.6507    -0.28177      0.0755
    -7.6507    -0.28094    0.075277
    -7.6508    -0.28011    0.075054
    -7.6508    -0.27927    0.074831
    -7.6508    -0.27844    0.074608
    -7.6508    -0.27761    0.074386
    -7.6509    -0.27678    0.074163
    -7.6509    -0.27595     0.07394
    -7.6509    -0.27511    0.073717
     -7.651    -0.27428    0.073494
     -7.651    -0.27345    0.073271
     -7.651    -0.27262    0.073048
    -7.6511    -0.27179    0.072825
    -7.6511    -0.27095    0.072602
    -7.6511    -0.27012    0.072379
    -7.6512    -0.26929    0.072156
    -7.6512    -0.26846    0.071933
    -7.6512    -0.26763     0.07171
    -7.6513    -0.26679    0.071487
    -7.6513    -0.26596    0.071264
    -7.6513    -0.26513    0.071041
    -7.6514     -0.2643    0.070818
    -7.6514    -0.26346    0.070595
    -7.6514    -0.26263    0.070372
    -7.6514     -0.2618    0.070149
    -7.6515    -0.26097    0.069926
    -7.6515    -0.26014    0.069703
    -7.6515     -0.2593     0.06948
    -7.6516    -0.25847    0.069257
    -7.6516    -0.25764    0.069034
    -7.6516    -0.25681    0.068811
    -7.6517    -0.25598    0.068588
    -7.6517    -0.25514    0.068365
    -7.6517    -0.25431    0.068142
    -7.6517    -0.25348     0.06792
    -7.6518    -0.25265    0.067697
    -7.6518    -0.25181    0.067474
    -7.6518    -0.25098    0.067251
    -7.6519    -0.25015    0.067028
    -7.6519    -0.24932    0.066805
    -7.6519    -0.24849    0.066582
    -7.6519    -0.24765    0.066359
     -7.652    -0.24682    0.066136
     -7.652    -0.24599    0.065913
     -7.652    -0.24516     0.06569
    -7.6521    -0.24433    0.065467
    -7.6521    -0.24349    0.065244
    -7.6521    -0.24266    0.065021
    -7.6521    -0.24183    0.064798
    -7.6522      -0.241    0.064575
    -7.6522    -0.24016    0.064352
    -7.6522    -0.23933    0.064129
    -7.6523     -0.2385    0.063906
    -7.6523    -0.23767    0.063683
    -7.6523    -0.23684     0.06346
    -7.6523      -0.236    0.063237
    -7.6524    -0.23517    0.063014
    -7.6524    -0.23434    0.062791
    -7.6524    -0.23351    0.062568
    -7.6525    -0.23267    0.062345
    -7.6525    -0.23184    0.062122
    -7.6525    -0.23101    0.061899
    -7.6525    -0.23018    0.061676
    -7.6526    -0.22934    0.061453
    -7.6526    -0.22851     0.06123
    -7.6526    -0.22768    0.061007
    -7.6526    -0.22685    0.060784
    -7.6527    -0.22602    0.060561
    -7.6527    -0.22518    0.060338
    -7.6527    -0.22435    0.060115
    -7.6527    -0.22352    0.059892
    -7.6528    -0.22269    0.059669
    -7.6528    -0.22185    0.059446
    -7.6528    -0.22102    0.059223
    -7.6528    -0.22019       0.059
    -7.6529    -0.21936    0.058777
    -7.6529    -0.21853    0.058554
    -7.6529    -0.21769    0.058331
    -7.6529    -0.21686    0.058108
     -7.653    -0.21603    0.057885
     -7.653     -0.2152    0.057662
     -7.653    -0.21436    0.057439
     -7.653    -0.21353    0.057216
    -7.6531     -0.2127    0.056993
    -7.6531    -0.21187     0.05677
    -7.6531    -0.21103    0.056547
    -7.6531     -0.2102    0.056324
    -7.6532    -0.20937    0.056101
    -7.6532    -0.20854    0.055878
    -7.6532    -0.20771    0.055655
    -7.6532    -0.20687    0.055431
    -7.6533    -0.20604    0.055208
    -7.6533    -0.20521    0.054985
    -7.6533    -0.20438    0.054762
    -7.6533    -0.20354    0.054539
    -7.6534    -0.20271    0.054316
    -7.6534    -0.20188    0.054093
    -7.6534    -0.20105     0.05387
    -7.6534    -0.20021    0.053647
    -7.6535    -0.19938    0.053424
    -7.6535    -0.19855    0.053201
    -7.6535    -0.19772    0.052978
    -7.6535    -0.19689    0.052755
    -7.6535    -0.19605    0.052532
    -7.6536    -0.19522    0.052309
    -7.6536    -0.19439    0.052086
    -7.6536    -0.19356    0.051863
    -7.6536    -0.19272     0.05164
    -7.6537    -0.19189    0.051417
    -7.6537    -0.19106    0.051194
    -7.6537    -0.19023    0.050971
    -7.6537    -0.18939    0.050748
    -7.6537    -0.18856    0.050525
    -7.6538    -0.18773    0.050302
    -7.6538     -0.1869    0.050079
    -7.6538    -0.18606    0.049856
    -7.6538    -0.18523    0.049633
    -7.6539     -0.1844     0.04941
    -7.6539    -0.18357    0.049187
    -7.6539    -0.18273    0.048964
    -7.6539     -0.1819    0.048741
    -7.6539    -0.18107    0.048517
     -7.654    -0.18024    0.048294
     -7.654     -0.1794    0.048071
     -7.654    -0.17857    0.047848
     -7.654    -0.17774    0.047625
     -7.654    -0.17691    0.047402
    -7.6541    -0.17608    0.047179
    -7.6541    -0.17524    0.046956
    -7.6541    -0.17441    0.046733
    -7.6541    -0.17358     0.04651
    -7.6541    -0.17275    0.046287
    -7.6542    -0.17191    0.046064
    -7.6542    -0.17108    0.045841
    -7.6542    -0.17025    0.045618
    -7.6542    -0.16942    0.045395
    -7.6542    -0.16858    0.045172
    -7.6543    -0.16775    0.044949
    -7.6543    -0.16692    0.044726
    -7.6543    -0.16609    0.044503
    -7.6543    -0.16525     0.04428
    -7.6543    -0.16442    0.044057
    -7.6544    -0.16359    0.043833
    -7.6544    -0.16276     0.04361
    -7.6544    -0.16192    0.043387
    -7.6544    -0.16109    0.043164
    -7.6544    -0.16026    0.042941
    -7.6545    -0.15943    0.042718
    -7.6545    -0.15859    0.042495
    -7.6545    -0.15776    0.042272
    -7.6545    -0.15693    0.042049
    -7.6545     -0.1561    0.041826
    -7.6545    -0.15526    0.041603
    -7.6546    -0.15443     0.04138
    -7.6546     -0.1536    0.041157
    -7.6546    -0.15277    0.040934
    -7.6546    -0.15193    0.040711
    -7.6546     -0.1511    0.040488
    -7.6547    -0.15027    0.040265
    -7.6547    -0.14944    0.040041
    -7.6547     -0.1486    0.039818
    -7.6547    -0.14777    0.039595
    -7.6547    -0.14694    0.039372
    -7.6547    -0.14611    0.039149
    -7.6548    -0.14527    0.038926
    -7.6548    -0.14444    0.038703
    -7.6548    -0.14361     0.03848
    -7.6548    -0.14278    0.038257
    -7.6548    -0.14194    0.038034
    -7.6548    -0.14111    0.037811
    -7.6549    -0.14028    0.037588
    -7.6549    -0.13945    0.037365
    -7.6549    -0.13861    0.037142
    -7.6549    -0.13778    0.036919
    -7.6549    -0.13695    0.036695
    -7.6549    -0.13612    0.036472
    -7.6549    -0.13528    0.036249
     -7.655    -0.13445    0.036026
     -7.655    -0.13362    0.035803
     -7.655    -0.13279     0.03558
     -7.655    -0.13195    0.035357
     -7.655    -0.13112    0.035134
     -7.655    -0.13029    0.034911
    -7.6551    -0.12946    0.034688
    -7.6551    -0.12862    0.034465
    -7.6551    -0.12779    0.034242
    -7.6551    -0.12696    0.034019
    -7.6551    -0.12613    0.033796
    -7.6551    -0.12529    0.033572
    -7.6551    -0.12446    0.033349
    -7.6552    -0.12363    0.033126
    -7.6552     -0.1228    0.032903
    -7.6552    -0.12196     0.03268
    -7.6552    -0.12113    0.032457
    -7.6552     -0.1203    0.032234
    -7.6552    -0.11947    0.032011
    -7.6552    -0.11863    0.031788
    -7.6553     -0.1178    0.031565
    -7.6553    -0.11697    0.031342
    -7.6553    -0.11614    0.031119
    -7.6553     -0.1153    0.030896
    -7.6553    -0.11447    0.030672
    -7.6553    -0.11364    0.030449
    -7.6553    -0.11281    0.030226
    -7.6554    -0.11197    0.030003
    -7.6554    -0.11114     0.02978
    -7.6554    -0.11031    0.029557
    -7.6554    -0.10948    0.029334
    -7.6554    -0.10864    0.029111
    -7.6554    -0.10781    0.028888
    -7.6554    -0.10698    0.028665
    -7.6554    -0.10615    0.028442
    -7.6555    -0.10531    0.028218
    -7.6555    -0.10448    0.027995
    -7.6555    -0.10365    0.027772
    -7.6555    -0.10282    0.027549
    -7.6555    -0.10198    0.027326
    -7.6555    -0.10115    0.027103
    -7.6555    -0.10032     0.02688
    -7.6555   -0.099485    0.026657
    -7.6555   -0.098652    0.026434
    -7.6556    -0.09782    0.026211
    -7.6556   -0.096987    0.025988
    -7.6556   -0.096155    0.025765
    -7.6556   -0.095322    0.025541
    -7.6556   -0.094489    0.025318
    -7.6556   -0.093657    0.025095
    -7.6556   -0.092824    0.024872
    -7.6556   -0.091992    0.024649
    -7.6556   -0.091159    0.024426
    -7.6557   -0.090326    0.024203
    -7.6557   -0.089494     0.02398
    -7.6557   -0.088661    0.023757
    -7.6557   -0.087829    0.023534
    -7.6557   -0.086996    0.023311
    -7.6557   -0.086163    0.023087
    -7.6557   -0.085331    0.022864
    -7.6557   -0.084498    0.022641
    -7.6557   -0.083666    0.022418
    -7.6557   -0.082833    0.022195
    -7.6558      -0.082    0.021972
    -7.6558   -0.081168    0.021749
    -7.6558   -0.080335    0.021526
    -7.6558   -0.079503    0.021303
    -7.6558    -0.07867     0.02108
    -7.6558   -0.077837    0.020856
    -7.6558   -0.077005    0.020633
    -7.6558   -0.076172     0.02041
    -7.6558    -0.07534    0.020187
    -7.6558   -0.074507    0.019964
    -7.6558   -0.073674    0.019741
    -7.6559   -0.072842    0.019518
    -7.6559   -0.072009    0.019295
    -7.6559   -0.071177    0.019072
    -7.6559   -0.070344    0.018849
    -7.6559   -0.069511    0.018626
    -7.6559   -0.068679    0.018402
    -7.6559   -0.067846    0.018179
    -7.6559   -0.067013    0.017956
    -7.6559   -0.066181    0.017733
    -7.6559   -0.065348     0.01751
    -7.6559   -0.064516    0.017287
    -7.6559   -0.063683    0.017064
    -7.6559    -0.06285    0.016841
     -7.656   -0.062018    0.016618
     -7.656   -0.061185    0.016395
     -7.656   -0.060353    0.016171
     -7.656    -0.05952    0.015948
     -7.656   -0.058687    0.015725
     -7.656   -0.057855    0.015502
     -7.656   -0.057022    0.015279
     -7.656   -0.056189    0.015056
     -7.656   -0.055357    0.014833
     -7.656   -0.054524     0.01461
     -7.656   -0.053692    0.014387
     -7.656   -0.052859    0.014163
     -7.656   -0.052026     0.01394
     -7.656   -0.051194    0.013717
     -7.656   -0.050361    0.013494
     -7.656   -0.049528    0.013271
    -7.6561   -0.048696    0.013048
    -7.6561   -0.047863    0.012825
    -7.6561    -0.04703    0.012602
    -7.6561   -0.046198    0.012379
    -7.6561   -0.045365    0.012156
    -7.6561   -0.044533    0.011932
    -7.6561     -0.0437    0.011709
    -7.6561   -0.042867    0.011486
    -7.6561   -0.042035    0.011263
    -7.6561   -0.041202     0.01104
    -7.6561   -0.040369    0.010817
    -7.6561   -0.039537    0.010594
    -7.6561   -0.038704    0.010371
    -7.6561   -0.037871    0.010148
    -7.6561   -0.037039   0.0099245
    -7.6561   -0.036206   0.0097014
    -7.6561   -0.035373   0.0094783
    -7.6561   -0.034541   0.0092552
    -7.6561   -0.033708   0.0090321
    -7.6561   -0.032876    0.008809
    -7.6561   -0.032043   0.0085859
    -7.6562    -0.03121   0.0083628
    -7.6562   -0.030378   0.0081397
    -7.6562   -0.029545   0.0079166
    -7.6562   -0.028712   0.0076934
    -7.6562    -0.02788   0.0074703
    -7.6562   -0.027047   0.0072472
    -7.6562   -0.026214   0.0070241
    -7.6562   -0.025382    0.006801
    -7.6562   -0.024549   0.0065779
    -7.6562   -0.023716   0.0063548
    -7.6562   -0.022884   0.0061317
    -7.6562   -0.022051   0.0059086
    -7.6562   -0.021219   0.0056855
    -7.6562   -0.020386   0.0054624
    -7.6562   -0.019553   0.0052393
    -7.6562   -0.018721   0.0050162
    -7.6562   -0.017888   0.0047931
    -7.6562   -0.017055   0.0045699
    -7.6562   -0.016223   0.0043468
    -7.6562    -0.01539   0.0041237
    -7.6562   -0.014557   0.0039006
    -7.6562   -0.013725   0.0036775
    -7.6562   -0.012892   0.0034544
    -7.6562   -0.012059   0.0032313
    -7.6562   -0.011227   0.0030082
    -7.6562   -0.010394   0.0027851
    -7.6562  -0.0095614    0.002562
    -7.6562  -0.0087288   0.0023389
    -7.6562  -0.0078961   0.0021158
    -7.6562  -0.0070635   0.0018927
    -7.6562  -0.0062308   0.0016695
    -7.6562  -0.0053982   0.0014464
    -7.6562  -0.0045655   0.0012233
    -7.6562  -0.0037329   0.0010002
    -7.6562  -0.0029002  0.00077711
    -7.6562  -0.0020676    0.000554
    -7.6562  -0.0012349  0.00033089
    -7.6562 -0.00040226  0.00010779
    -7.6562  0.00043039 -0.00011532
    -7.6562    0.001263 -0.00033843
    -7.6562   0.0020957 -0.00056154
    -7.6562   0.0029283 -0.00078465
    -7.6562    0.003761  -0.0010078
    -7.6562   0.0045936  -0.0012309
    -7.6562   0.0054263   -0.001454
    -7.6562   0.0062589  -0.0016771
    -7.6562   0.0070916  -0.0019002
    -7.6562   0.0079242  -0.0021233
    -7.6562   0.0087569  -0.0023464
    -7.6562   0.0095896  -0.0025695
    -7.6562    0.010422  -0.0027926
    -7.6562    0.011255  -0.0030157
    -7.6562    0.012088  -0.0032388
    -7.6562     0.01292  -0.0034619
    -7.6562    0.013753  -0.0036851
    -7.6562    0.014585  -0.0039082
    -7.6562    0.015418  -0.0041313
    -7.6562    0.016251  -0.0043544
    -7.6562    0.017083  -0.0045775
    -7.6562    0.017916  -0.0048006
    -7.6562    0.018749  -0.0050237
    -7.6562    0.019581  -0.0052468
    -7.6562    0.020414  -0.0054699
    -7.6562    0.021247   -0.005693
    -7.6562    0.022079  -0.0059161
    -7.6562    0.022912  -0.0061392
    -7.6562    0.023745  -0.0063623
    -7.6562    0.024577  -0.0065854
    -7.6562     0.02541  -0.0068086
    -7.6562    0.026243  -0.0070317
    -7.6562    0.027075  -0.0072548
    -7.6562    0.027908  -0.0074779
    -7.6562     0.02874   -0.007701
    -7.6562    0.029573  -0.0079241
    -7.6561    0.030406  -0.0081472
    -7.6561    0.031238  -0.0083703
    -7.6561    0.032071  -0.0085934
    -7.6561    0.032904  -0.0088165
    -7.6561    0.033736  -0.0090396
    -7.6561    0.034569  -0.0092627
    -7.6561    0.035402  -0.0094858
    -7.6561    0.036234  -0.0097089
    -7.6561    0.037067   -0.009932
    -7.6561      0.0379   -0.010155
    -7.6561    0.038732   -0.010378
    -7.6561    0.039565   -0.010601
    -7.6561    0.040397   -0.010824
    -7.6561     0.04123   -0.011048
    -7.6561    0.042063   -0.011271
    -7.6561    0.042895   -0.011494
    -7.6561    0.043728   -0.011717
    -7.6561    0.044561    -0.01194
    -7.6561    0.045393   -0.012163
    -7.6561    0.046226   -0.012386
    -7.6561    0.047059   -0.012609
    -7.6561    0.047891   -0.012832
     -7.656    0.048724   -0.013056
     -7.656    0.049556   -0.013279
     -7.656    0.050389   -0.013502
     -7.656    0.051222   -0.013725
     -7.656    0.052054   -0.013948
     -7.656    0.052887   -0.014171
     -7.656     0.05372   -0.014394
     -7.656    0.054552   -0.014617
     -7.656    0.055385    -0.01484
     -7.656    0.056217   -0.015063
     -7.656     0.05705   -0.015287
     -7.656    0.057883    -0.01551
     -7.656    0.058715   -0.015733
     -7.656    0.059548   -0.015956
     -7.656    0.060381   -0.016179
    -7.6559    0.061213   -0.016402
    -7.6559    0.062046   -0.016625
    -7.6559    0.062878   -0.016848
    -7.6559    0.063711   -0.017071
    -7.6559    0.064544   -0.017294
    -7.6559    0.065376   -0.017518
    -7.6559    0.066209   -0.017741
    -7.6559    0.067042   -0.017964
    -7.6559    0.067874   -0.018187
    -7.6559    0.068707    -0.01841
    -7.6559    0.069539   -0.018633
    -7.6559    0.070372   -0.018856
    -7.6559    0.071205   -0.019079
    -7.6558    0.072037   -0.019302
    -7.6558     0.07287   -0.019525
    -7.6558    0.073702   -0.019749
    -7.6558    0.074535   -0.019972
    -7.6558    0.075368   -0.020195
    -7.6558      0.0762   -0.020418
    -7.6558    0.077033   -0.020641
    -7.6558    0.077865   -0.020864
    -7.6558    0.078698   -0.021087
    -7.6558    0.079531    -0.02131
    -7.6558    0.080363   -0.021533
    -7.6557    0.081196   -0.021756
    -7.6557    0.082029   -0.021979
    -7.6557    0.082861   -0.022203
    -7.6557    0.083694   -0.022426
    -7.6557    0.084526   -0.022649
    -7.6557    0.085359   -0.022872
    -7.6557    0.086191   -0.023095
    -7.6557    0.087024   -0.023318
    -7.6557    0.087857   -0.023541
    -7.6557    0.088689   -0.023764
    -7.6556    0.089522   -0.023987
    -7.6556    0.090354    -0.02421
    -7.6556    0.091187   -0.024433
    -7.6556     0.09202   -0.024657
    -7.6556    0.092852    -0.02488
    -7.6556    0.093685   -0.025103
    -7.6556    0.094517   -0.025326
    -7.6556     0.09535   -0.025549
    -7.6556    0.096183   -0.025772
    -7.6555    0.097015   -0.025995
    -7.6555    0.097848   -0.026218
    -7.6555     0.09868   -0.026441
    -7.6555    0.099513   -0.026664
    -7.6555     0.10035   -0.026887
    -7.6555     0.10118   -0.027111
    -7.6555     0.10201   -0.027334
    -7.6555     0.10284   -0.027557
    -7.6555     0.10368    -0.02778
    -7.6554     0.10451   -0.028003
    -7.6554     0.10534   -0.028226
    -7.6554     0.10617   -0.028449
    -7.6554     0.10701   -0.028672
    -7.6554     0.10784   -0.028895
    -7.6554     0.10867   -0.029118
    -7.6554      0.1095   -0.029341
    -7.6554     0.11034   -0.029564
    -7.6553     0.11117   -0.029788
    -7.6553       0.112   -0.030011
    -7.6553     0.11283   -0.030234
    -7.6553     0.11367   -0.030457
    -7.6553      0.1145    -0.03068
    -7.6553     0.11533   -0.030903
    -7.6553     0.11616   -0.031126
    -7.6552       0.117   -0.031349
    -7.6552     0.11783   -0.031572
    -7.6552     0.11866   -0.031795
    -7.6552     0.11949   -0.032018
    -7.6552     0.12033   -0.032241
    -7.6552     0.12116   -0.032465
    -7.6552     0.12199   -0.032688
    -7.6551     0.12282   -0.032911
    -7.6551     0.12366   -0.033134
    -7.6551     0.12449   -0.033357
    -7.6551     0.12532    -0.03358
    -7.6551     0.12615   -0.033803
    -7.6551     0.12699   -0.034026
    -7.6551     0.12782   -0.034249
     -7.655     0.12865   -0.034472
     -7.655     0.12948   -0.034695
     -7.655     0.13032   -0.034918
     -7.655     0.13115   -0.035141
     -7.655     0.13198   -0.035365
     -7.655     0.13281   -0.035588
     -7.655     0.13365   -0.035811
    -7.6549     0.13448   -0.036034
    -7.6549     0.13531   -0.036257
    -7.6549     0.13614    -0.03648
    -7.6549     0.13698   -0.036703
    -7.6549     0.13781   -0.036926
    -7.6549     0.13864   -0.037149
    -7.6548     0.13947   -0.037372
    -7.6548     0.14031   -0.037595
    -7.6548     0.14114   -0.037818
    -7.6548     0.14197   -0.038041
    -7.6548      0.1428   -0.038264
    -7.6548     0.14364   -0.038487
    -7.6547     0.14447   -0.038711
    -7.6547      0.1453   -0.038934
    -7.6547     0.14613   -0.039157
    -7.6547     0.14697    -0.03938
    -7.6547      0.1478   -0.039603
    -7.6547     0.14863   -0.039826
    -7.6546     0.14946   -0.040049
    -7.6546      0.1503   -0.040272
    -7.6546     0.15113   -0.040495
    -7.6546     0.15196   -0.040718
    -7.6546     0.15279   -0.040941
    -7.6545     0.15363   -0.041164
    -7.6545     0.15446   -0.041387
    -7.6545     0.15529    -0.04161
    -7.6545     0.15612   -0.041833
    -7.6545     0.15696   -0.042056
    -7.6545     0.15779    -0.04228
    -7.6544     0.15862   -0.042503
    -7.6544     0.15945   -0.042726
    -7.6544     0.16029   -0.042949
    -7.6544     0.16112   -0.043172
    -7.6544     0.16195   -0.043395
    -7.6543     0.16278   -0.043618
    -7.6543     0.16362   -0.043841
    -7.6543     0.16445   -0.044064
